epoch,step,test_LRAP,test_acc,test_loss,test_mAP,train_LRAP,train_acc,train_loss,train_mAP,val_LRAP,val_acc,val_loss,val_mAP
0,624,,,,,,,,,0.08727909624576569,0.0872790738940239,19.589767456054688,0.0872790664434433
0,624,,,,,0.08946970850229263,0.08946976810693741,21.51483917236328,0.08946976810693741,,,,
1,1249,,,,,,,,,0.08727909624576569,0.0872790738940239,18.74903678894043,0.0872790664434433
1,1249,,,,,0.08946972340345383,0.08946976810693741,19.116119384765625,0.08946976810693741,,,,
2,1874,,,,,,,,,0.08727909624576569,0.0872790738940239,18.41310691833496,0.0872790664434433
2,1874,,,,,0.08946974575519562,0.08946976810693741,18.49538230895996,0.08946976810693741,,,,
3,2499,,,,,,,,,0.08727909624576569,0.0872790738940239,18.339618682861328,0.0872790664434433
3,2499,,,,,0.08946968615055084,0.08946976810693741,18.320327758789062,0.08946976810693741,,,,
4,3124,,,,,,,,,0.08727909624576569,0.0872790738940239,18.317668914794922,0.0872790664434433
4,3124,,,,,0.0894697904586792,0.08946976810693741,18.275646209716797,0.08946976810693741,,,,
5,3749,,,,,,,,,0.08727909624576569,0.0872790738940239,18.305116653442383,0.0872790664434433
5,3749,,,,,0.08946976065635681,0.08946976810693741,18.25712776184082,0.08946976810693741,,,,
6,4374,,,,,,,,,0.08727909624576569,0.0872790738940239,18.297958374023438,0.0872790664434433
6,4374,,,,,0.08946972340345383,0.08946976810693741,18.247350692749023,0.08946976810693741,,,,
7,4999,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29775047302246,0.0872790664434433
7,4999,,,,,0.08946971595287323,0.08946976810693741,18.2425537109375,0.08946976810693741,,,,
8,5624,,,,,,,,,0.08727909624576569,0.0872790738940239,18.296321868896484,0.0872790664434433
8,5624,,,,,0.08946970105171204,0.08946976810693741,18.24006462097168,0.08946976810693741,,,,
9,6249,,,,,,,,,0.08727909624576569,0.0872790738940239,18.297744750976562,0.0872790664434433
9,6249,,,,,0.08946971595287323,0.08946976810693741,18.238807678222656,0.08946976810693741,,,,
10,6874,,,,,,,,,0.08727909624576569,0.0872790738940239,18.2967586517334,0.0872790664434433
10,6874,,,,,0.08946975320577621,0.08946976810693741,18.23832893371582,0.08946976810693741,,,,
11,7499,,,,,,,,,0.08727909624576569,0.0872790738940239,18.298460006713867,0.0872790664434433
11,7499,,,,,0.08946976810693741,0.08946976810693741,18.23828125,0.08946976810693741,,,,
12,8124,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29835319519043,0.0872790664434433
12,8124,,,,,0.08946973830461502,0.08946976810693741,18.23805046081543,0.08946976810693741,,,,
13,8749,,,,,,,,,0.08727909624576569,0.0872790738940239,18.299440383911133,0.0872790664434433
13,8749,,,,,0.08946974575519562,0.08946976810693741,18.23807716369629,0.08946976810693741,,,,
14,9374,,,,,,,,,0.08727909624576569,0.0872790738940239,18.298397064208984,0.0872790664434433
14,9374,,,,,0.08946973830461502,0.08946976810693741,18.23794174194336,0.08946976810693741,,,,
15,9999,,,,,,,,,0.08727909624576569,0.0872790738940239,18.2987003326416,0.0872790664434433
15,9999,,,,,0.08946972340345383,0.08946976810693741,18.23784065246582,0.08946976810693741,,,,
16,10624,,,,,,,,,0.08727909624576569,0.0872790738940239,18.299779891967773,0.0872790664434433
