epoch,logits_mean,probs_std,step,test_loss,test_mAP,train_loss,train_mAP,val_loss,val_mAP
0,,,624,,,,,21.102493286132812,0.0872790664434433
0,24.069549560546875,0.0,624,,,21.86031723022461,0.08946976810693741,,
1,,,1249,,,,,20.053571701049805,0.0872790664434433
1,22.332550048828125,0.0,1249,,,20.288021087646484,0.08946976810693741,,
2,,,1874,,,,,19.838973999023438,0.0872790664434433
2,21.862449645996094,0.0,1874,,,19.866008758544922,0.08946976810693741,,
3,,,2499,,,,,19.685579299926758,0.0872790664434433
3,21.660350799560547,0.0,2499,,,19.685693740844727,0.08946976810693741,,
4,,,3124,,,,,19.575660705566406,0.0872790664434433
4,21.513324737548828,0.0,3124,,,19.553783416748047,0.08946976810693741,,
5,,,3749,,,,,19.492258071899414,0.0872790664434433
5,21.406299591064453,0.0,3749,,,19.458101272583008,0.08946976810693741,,
6,,,4374,,,,,19.423425674438477,0.0872790664434433
6,21.325050354003906,0.0,4374,,,19.385177612304688,0.08946976810693741,,
7,,,4999,,,,,19.366552352905273,0.0872790664434433
7,21.262224197387695,0.0,4999,,,19.328777313232422,0.08946976810693741,,
8,,,5624,,,,,19.3209171295166,0.0872790664434433
8,21.21357536315918,0.0,5624,,,19.285402297973633,0.08946976810693741,,
9,,,6249,,,,,19.284513473510742,0.0872790664434433
9,21.176250457763672,0.0,6249,,,19.251792907714844,0.08946976810693741,,
10,,,6874,,,,,19.255970001220703,0.0872790664434433
10,21.14572525024414,0.0,6874,,,19.22490882873535,0.08946976810693741,,
11,,,7499,,,,,19.231361389160156,0.0872790664434433
11,21.12070083618164,0.0,7499,,,19.20229721069336,0.08946976810693741,,
12,,,8124,,,,,19.214397430419922,0.0872790664434433
12,21.098325729370117,0.0,8124,,,19.18223762512207,0.08946976810693741,,
13,,,8749,,,,,19.197235107421875,0.0872790664434433
13,21.078975677490234,0.0,8749,,,19.164871215820312,0.08946976810693741,,
14,,,9374,,,,,19.182310104370117,0.0872790664434433
14,21.06100082397461,0.0,9374,,,19.149288177490234,0.08946976810693741,,
15,,,9999,,,,,19.167661666870117,0.0872790664434433
15,21.04534912109375,0.0,9999,,,19.134899139404297,0.08946976810693741,,
16,,,10624,,,,,19.158279418945312,0.0872790664434433
16,21.031400680541992,0.0,10624,,,19.12272834777832,0.08946976810693741,,
17,,,11249,,,,,19.146923065185547,0.0872790664434433
17,21.019250869750977,0.0,11249,,,19.111618041992188,0.08946976810693741,,
18,,,11874,,,,,19.138132095336914,0.0872790664434433
18,21.00812530517578,0.0,11874,,,19.101581573486328,0.08946976810693741,,
19,,,12499,,,,,19.12944221496582,0.0872790664434433
19,20.99839973449707,0.0,12499,,,19.09303855895996,0.08946976810693741,,
20,,,13124,,,,,19.122356414794922,0.0872790664434433
20,20.989299774169922,0.0,13124,,,19.08456039428711,0.08946976810693741,,
21,,,13749,,,,,19.114547729492188,0.0872790664434433
21,20.980674743652344,0.0,13749,,,19.07681655883789,0.08946976810693741,,
22,,,14374,,,,,19.108911514282227,0.0872790664434433
22,20.972824096679688,0.0,14374,,,19.069738388061523,0.08946976810693741,,
23,,,14999,,,,,19.102069854736328,0.0872790664434433
23,20.965450286865234,0.0,14999,,,19.063180923461914,0.08946976810693741,,
24,,,15624,,,,,19.095535278320312,0.0872790664434433
24,20.95829963684082,0.0,15624,,,19.056941986083984,0.08946976810693741,,
25,,,16249,,,,,19.090099334716797,0.0872790664434433
25,20.952125549316406,0.0,16249,,,19.051164627075195,0.08946976810693741,,
26,,,16874,,,,,19.08395767211914,0.0872790664434433
26,20.945850372314453,0.0,16874,,,19.045608520507812,0.08946976810693741,,
27,,,17499,,,,,19.078697204589844,0.0872790664434433
27,20.939924240112305,0.0,17499,,,19.04042625427246,0.08946976810693741,,
28,,,18124,,,,,19.07509994506836,0.0872790664434433
28,20.934499740600586,0.0,18124,,,19.03553009033203,0.08946976810693741,,
29,,,18749,,,,,19.07033920288086,0.0872790664434433
29,20.929250717163086,0.0,18749,,,19.03080177307129,0.08946976810693741,,
30,,,19374,,,,,19.065879821777344,0.0872790664434433
30,20.92377471923828,0.0,19374,,,19.02618980407715,0.08946976810693741,,
31,,,19999,,,,,19.062118530273438,0.0872790664434433
31,20.919649124145508,0.0,19999,,,19.021982192993164,0.08946976810693741,,
32,,,20624,,,,,19.058300018310547,0.0872790664434433
32,20.914899826049805,0.0,20624,,,19.017911911010742,0.08946976810693741,,
33,,,21249,,,,,19.054420471191406,0.0872790664434433
33,20.91029930114746,0.0,21249,,,19.013761520385742,0.08946976810693741,,
34,,,21874,,,,,19.05134391784668,0.0872790664434433
34,20.905925750732422,0.0,21874,,,19.009859085083008,0.08946976810693741,,
35,,,22499,,,,,19.047563552856445,0.0872790664434433
35,20.901275634765625,0.0,22499,,,19.006303787231445,0.08946976810693741,,
36,,,23124,,,,,19.04486846923828,0.0872790664434433
36,20.89794921875,0.0,23124,,,19.002750396728516,0.08946976810693741,,
37,,,23749,,,,,19.041711807250977,0.0872790664434433
37,20.894025802612305,0.0,23749,,,18.999378204345703,0.08946976810693741,,
38,,,24374,,,,,19.038557052612305,0.0872790664434433
38,20.890125274658203,0.0,24374,,,18.99613380432129,0.08946976810693741,,
39,,,24999,,,,,19.036319732666016,0.0872790664434433
39,20.886924743652344,0.0,24999,,,18.992769241333008,0.08946976810693741,,
40,,,25624,,,,,19.033979415893555,0.0872790664434433
40,20.883174896240234,0.0,25624,,,18.9896183013916,0.08946976810693741,,
41,,,26249,,,,,19.030418395996094,0.0872790664434433
41,20.87969970703125,0.0,26249,,,18.98680305480957,0.08946976810693741,,
42,,,26874,,,,,19.027929306030273,0.0872790664434433
42,20.876750946044922,0.0,26874,,,18.98386573791504,0.08946976810693741,,
43,,,27499,,,,,19.026283264160156,0.0872790664434433
43,20.8731746673584,0.0,27499,,,18.980756759643555,0.08946976810693741,,
44,,,28124,,,,,19.02408790588379,0.0872790664434433
44,20.870325088500977,0.0,28124,,,18.978286743164062,0.08946976810693741,,
45,,,28749,,,,,19.022939682006836,0.0872790664434433
45,20.867250442504883,0.0,28749,,,18.97530746459961,0.08946976810693741,,
46,,,29374,,,,,19.020235061645508,0.0872790664434433
46,20.8643741607666,0.0,29374,,,18.97254753112793,0.08946976810693741,,
47,,,29999,,,,,19.018278121948242,0.0872790664434433
47,20.861125946044922,0.0,29999,,,18.97003936767578,0.08946976810693741,,
48,,,30624,,,,,19.015762329101562,0.0872790664434433
48,20.85857582092285,0.0,30624,,,18.967561721801758,0.08946976810693741,,
49,,,31249,,,,,19.013830184936523,0.0872790664434433
49,20.856000900268555,0.0,31249,,,18.965099334716797,0.08946976810693741,,
50,,,31874,,,,,19.011714935302734,0.0872790664434433
50,20.853050231933594,0.0,31874,,,18.962627410888672,0.08946976810693741,,
51,,,32499,,,,,19.010236740112305,0.0872790664434433
51,20.85059928894043,0.0,32499,,,18.960243225097656,0.08946976810693741,,
52,,,33124,,,,,19.00896644592285,0.0872790664434433
52,20.848325729370117,0.0,33124,,,18.958114624023438,0.08946976810693741,,
53,,,33749,,,,,19.00634002685547,0.0872790664434433
53,20.845699310302734,0.0,33749,,,18.955888748168945,0.08946976810693741,,
54,,,34374,,,,,19.004985809326172,0.0872790664434433
54,20.843225479125977,0.0,34374,,,18.953624725341797,0.08946976810693741,,
55,,,34999,,,,,19.003292083740234,0.0872790664434433
55,20.840700149536133,0.0,34999,,,18.951276779174805,0.08946976810693741,,
56,,,35624,,,,,19.001432418823242,0.0872790664434433
56,20.838050842285156,0.0,35624,,,18.949134826660156,0.08946976810693741,,
57,,,36249,,,,,19.000171661376953,0.0872790664434433
57,20.835975646972656,0.0,36249,,,18.946983337402344,0.08946976810693741,,
58,,,36874,,,,,18.997844696044922,0.0872790664434433
58,20.833724975585938,0.0,36874,,,18.944841384887695,0.08946976810693741,,
59,,,37499,,,,,18.996482849121094,0.0872790664434433
59,20.830724716186523,0.0,37499,,,18.942590713500977,0.08946976810693741,,
60,,,38124,,,,,18.995105743408203,0.0872790664434433
60,20.82859992980957,0.0,38124,,,18.940425872802734,0.08946976810693741,,
61,,,38749,,,,,18.995521545410156,0.0872790664434433
61,20.826000213623047,0.0,38749,,,18.93805503845215,0.08946976810693741,,
62,,,39374,,,,,18.99147605895996,0.0872790664434433
62,20.82332420349121,0.0,39374,,,18.935707092285156,0.08946976810693741,,
63,,,39999,,,,,18.992311477661133,0.0872790664434433
63,20.82117462158203,0.0,39999,,,18.933561325073242,0.08946976810693741,,
64,,,40624,,,,,18.98969268798828,0.0872790664434433
64,20.818349838256836,0.0,40624,,,18.931264877319336,0.08946976810693741,,
65,,,41249,,,,,18.988698959350586,0.0872790664434433
65,20.81617546081543,0.0,41249,,,18.9290771484375,0.08946976810693741,,
66,,,41874,,,,,18.988224029541016,0.0872790664434433
66,20.814050674438477,0.0,41874,,,18.927207946777344,0.08946976810693741,,
67,,,42499,,,,,18.986207962036133,0.0872790664434433
67,20.811525344848633,0.0,42499,,,18.925004959106445,0.08946976810693741,,
68,,,43124,,,,,18.98512840270996,0.0872790664434433
68,20.80962562561035,0.0,43124,,,18.923011779785156,0.08946976810693741,,
69,,,43749,,,,,18.984130859375,0.0872790664434433
69,20.806900024414062,0.0,43749,,,18.921049118041992,0.08946976810693741,,
70,,,44374,,,,,18.982751846313477,0.0872790664434433
70,20.805200576782227,0.0,44374,,,18.919313430786133,0.08946976810693741,,
71,,,44999,,,,,18.98130989074707,0.0872790664434433
71,20.802949905395508,0.0,44999,,,18.91749382019043,0.08946976810693741,,
72,,,45624,,,,,18.980487823486328,0.0872790664434433
72,20.800874710083008,0.0,45624,,,18.915664672851562,0.08946976810693741,,
73,,,46249,,,,,18.978328704833984,0.0872790664434433
73,20.799274444580078,0.0,46249,,,18.91385841369629,0.08946976810693741,,
74,,,46874,,,,,18.97812843322754,0.0872790664434433
74,20.79717445373535,0.0,46874,,,18.912200927734375,0.08946976810693741,,
75,,,47499,,,,,18.97633934020996,0.0872790664434433
75,20.79534912109375,0.0,47499,,,18.91055679321289,0.08946976810693741,,
76,,,48124,,,,,18.975378036499023,0.0872790664434433
76,20.793649673461914,0.0,48124,,,18.908876419067383,0.08946976810693741,,
77,,,48749,,,,,18.973539352416992,0.0872790664434433
77,20.791650772094727,0.0,48749,,,18.90724754333496,0.08946976810693741,,
78,,,49374,,,,,18.973384857177734,0.0872790664434433
78,20.790000915527344,0.0,49374,,,18.905624389648438,0.08946976810693741,,
79,,,49999,,,,,18.96970558166504,0.0872790664434433
79,20.788000106811523,0.0,49999,,,18.904111862182617,0.08946976810693741,,
80,,,50624,,,,,18.969579696655273,0.0872790664434433
80,20.786100387573242,0.0,50624,,,18.902341842651367,0.08946976810693741,,
81,,,51249,,,,,18.967960357666016,0.0872790664434433
81,20.784400939941406,0.0,51249,,,18.901052474975586,0.08946976810693741,,
82,,,51874,,,,,18.968008041381836,0.0872790664434433
82,20.78322410583496,0.0,51874,,,18.89950942993164,0.08946976810693741,,
83,,,52499,,,,,18.96628761291504,0.0872790664434433
83,20.78125,0.0,52499,,,18.898059844970703,0.08946976810693741,,
84,,,53124,,,,,18.964460372924805,0.0872790664434433
84,20.780025482177734,0.0,53124,,,18.896867752075195,0.08946976810693741,,
85,,,53749,,,,,18.96298599243164,0.0872790664434433
85,20.778099060058594,0.0,53749,,,18.895227432250977,0.08946976810693741,,
86,,,54374,,,,,18.96222496032715,0.0872790664434433
86,20.777074813842773,0.0,54374,,,18.89413070678711,0.08946976810693741,,
87,,,54999,,,,,18.96274757385254,0.0872790664434433
87,20.77535057067871,0.0,54999,,,18.892866134643555,0.08946976810693741,,
88,,,55624,,,,,18.96107292175293,0.0872790664434433
88,20.77400016784668,0.0,55624,,,18.891536712646484,0.08946976810693741,,
89,,,56249,,,,,18.95884895324707,0.0872790664434433
89,20.772850036621094,0.0,56249,,,18.890342712402344,0.08946976810693741,,
90,,,56874,,,,,18.959178924560547,0.0872790664434433
90,20.771549224853516,0.0,56874,,,18.889253616333008,0.08946976810693741,,
91,,,57499,,,,,18.957374572753906,0.0872790664434433
91,20.770275115966797,0.0,57499,,,18.888080596923828,0.08946976810693741,,
92,,,58124,,,,,18.956151962280273,0.0872790664434433
92,20.76889991760254,0.0,58124,,,18.886991500854492,0.08946976810693741,,
93,,,58749,,,,,18.956192016601562,0.0872790664434433
93,20.767274856567383,0.0,58749,,,18.88584327697754,0.08946976810693741,,
94,,,59374,,,,,18.956151962280273,0.0872790664434433
94,20.76697540283203,0.0,59374,,,18.884906768798828,0.08946976810693741,,
95,,,59999,,,,,18.95456886291504,0.0872790664434433
95,20.765174865722656,0.0,59999,,,18.88376808166504,0.08946976810693741,,
96,,,60624,,,,,18.95407485961914,0.0872790664434433
96,20.764400482177734,0.0,60624,,,18.882925033569336,0.08946976810693741,,
97,,,61249,,,,,18.952653884887695,0.0872790664434433
97,20.76282501220703,0.0,61249,,,18.881925582885742,0.08946976810693741,,
98,,,61874,,,,,18.952917098999023,0.0872790664434433
98,20.76227569580078,0.0,61874,,,18.880983352661133,0.08946976810693741,,
99,,,62499,,,,,18.952131271362305,0.0872790664434433
99,20.760950088500977,0.0,62499,,,18.8799991607666,0.08946976810693741,,
100,,,62500,,,,,18.952131271362305,0.0872790664434433
100,,,62500,18.88440704345703,0.09079069644212723,,,,
