epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,312,,,,,0.7175999879837036,0.9010945558547974
0,312,,,0.5072000026702881,1.4356640577316284,,
1,625,,,,,0.8191999793052673,0.6458484530448914
1,625,,,0.7549999952316284,0.7973882555961609,,
2,938,,,,,0.8388000130653381,0.5701636672019958
2,938,,,0.815500020980835,0.6570374965667725,,
3,1251,,,,,0.8575999736785889,0.5286750197410583
3,1251,,,0.8355000019073486,0.5765601396560669,,
4,1564,,,,,0.8748000264167786,0.48445117473602295
4,1564,,,0.8611000180244446,0.5266984105110168,,
5,1877,,,,,0.8863999843597412,0.4674547016620636
5,1877,,,0.8776000142097473,0.48957735300064087,,
6,2190,,,,,0.8820000290870667,0.4508800804615021
6,2190,,,0.8859999775886536,0.46188437938690186,,
7,2503,,,,,0.8999999761581421,0.427351176738739
7,2503,,,0.8934000134468079,0.4400289058685303,,
8,2816,,,,,0.8992000222206116,0.4336332082748413
8,2816,,,0.9070000052452087,0.4221855401992798,,
9,3129,,,,,0.9074000120162964,0.4049535095691681
9,3129,,,0.9068999886512756,0.41293907165527344,,
10,3442,,,,,0.9101999998092651,0.39188945293426514
10,3442,,,0.9110000133514404,0.39958280324935913,,
11,3755,,,,,0.9186000227928162,0.38712969422340393
11,3755,,,0.9143000245094299,0.3894921839237213,,
12,4068,,,,,0.9193999767303467,0.3721066415309906
12,4068,,,0.9257000088691711,0.3718203008174896,,
13,4381,,,,,0.9186000227928162,0.3686763644218445
13,4381,,,0.9276999831199646,0.3629544973373413,,
14,4694,,,,,0.9196000099182129,0.377824991941452
14,4694,,,0.9308000206947327,0.35626834630966187,,
15,5007,,,,,0.9277999997138977,0.37175899744033813
15,5007,,,0.9326000213623047,0.3491515517234802,,
16,5320,,,,,0.9211999773979187,0.365813672542572
16,5320,,,0.9297999739646912,0.34420546889305115,,
17,5633,,,,,0.9218000173568726,0.3652593791484833
17,5633,,,0.9365000128746033,0.3376171886920929,,
18,5946,,,,,0.9296000003814697,0.3462371230125427
18,5946,,,0.9430000185966492,0.3282875120639801,,
19,6259,,,,,0.9228000044822693,0.35641875863075256
19,6259,,,0.9394000172615051,0.33329179883003235,,
20,6572,,,,,0.9243999719619751,0.3442333936691284
20,6572,,,0.9408000111579895,0.32510194182395935,,
21,6885,,,,,0.9297999739646912,0.34003517031669617
21,6885,,,0.9473000168800354,0.3105824291706085,,
22,7198,,,,,0.9363999962806702,0.32817578315734863
22,7198,,,0.9472000002861023,0.30811718106269836,,
23,7511,,,,,0.9308000206947327,0.32483458518981934
23,7511,,,0.9469000101089478,0.30605000257492065,,
24,7824,,,,,0.9336000084877014,0.32331153750419617
24,7824,,,0.9484999775886536,0.29614296555519104,,
25,8137,,,,,0.9279999732971191,0.32757285237312317
25,8137,,,0.9505000114440918,0.2980875074863434,,
26,8450,,,,,0.9312000274658203,0.3430468738079071
26,8450,,,0.9520999789237976,0.2922361195087433,,
27,8763,,,,,0.9359999895095825,0.31349629163742065
27,8763,,,0.95169997215271,0.28892382979393005,,
28,9076,,,,,0.9358000159263611,0.3192712962627411
28,9076,,,0.9555000066757202,0.2814847528934479,,
29,9389,,,,,0.9381999969482422,0.3123343884944916
29,9389,,,0.9534000158309937,0.28042420744895935,,
30,9702,,,,,0.9383999705314636,0.31839415431022644
30,9702,,,0.9550999999046326,0.2796390652656555,,
31,10015,,,,,0.9290000200271606,0.3133273422718048
31,10015,,,0.95660001039505,0.2801031172275543,,
32,10328,,,,,0.9413999915122986,0.3026605546474457
32,10328,,,0.9559000134468079,0.2724132835865021,,
33,10641,,,,,0.9377999901771545,0.3034740090370178
33,10641,,,0.9587000012397766,0.26656094193458557,,
34,10954,,,,,0.9401999711990356,0.30376502871513367
34,10954,,,0.9571999907493591,0.2647958993911743,,
35,11267,,,,,0.9376000165939331,0.30962616205215454
35,11267,,,0.9564999938011169,0.2656156122684479,,
36,11580,,,,,0.9416000247001648,0.3022652268409729
36,11580,,,0.9584000110626221,0.25920137763023376,,
37,11893,,,,,0.9426000118255615,0.2984870970249176
37,11893,,,0.9585999846458435,0.2607048749923706,,
38,12206,,,,,0.9394000172615051,0.2995396554470062
38,12206,,,0.9614999890327454,0.2544058561325073,,
39,12519,,,,,0.9386000037193298,0.29568204283714294
39,12519,,,0.9646000266075134,0.2494664043188095,,
40,12832,,,,,0.9381999969482422,0.2965453267097473
40,12832,,,0.9624000191688538,0.251331627368927,,
41,13145,,,,,0.9435999989509583,0.2821418046951294
41,13145,,,0.9649999737739563,0.25155019760131836,,
42,13458,,,,,0.9422000050544739,0.286175400018692
42,13458,,,0.9639000296592712,0.2469158172607422,,
43,13771,,,,,0.9413999915122986,0.2835845649242401
43,13771,,,0.9642999768257141,0.2448166012763977,,
44,14084,,,,,0.9386000037193298,0.2894127070903778
