epoch,logits_mean,probs_std,step,test_loss,test_mAP,train_loss,train_mAP,val_loss,val_mAP
47,17.35252571105957,0.0,29999,,,15.811919212341309,0.08946976810693741,,
48,,,30624,,,,,16.03034782409668,0.0872790664434433
48,17.34422492980957,0.0,30624,,,15.804551124572754,0.08946976810693741,,
49,,,31249,,,,,16.00164031982422,0.0872790664434433
49,17.341299057006836,0.0,31249,,,15.80163860321045,0.08946976810693741,,
50,,,31874,,,,,16.00672149658203,0.0872790664434433
50,17.34000015258789,0.0,31874,,,15.800701141357422,0.08946976810693741,,
51,,,32499,,,,,16.003005981445312,0.0872790664434433
51,17.33387565612793,0.0,32499,,,15.795037269592285,0.08946976810693741,,
52,,,33124,,,,,16.00273895263672,0.0872790664434433
52,17.33424949645996,0.0,33124,,,15.795273780822754,0.08946976810693741,,
53,,,33749,,,,,15.99721622467041,0.0872790664434433
53,17.321325302124023,0.0,33749,,,15.783687591552734,0.08946976810693741,,
54,,,34374,,,,,16.008522033691406,0.0872790664434433
54,17.322275161743164,0.0,34374,,,15.784147262573242,0.08946976810693741,,
55,,,34999,,,,,15.983694076538086,0.0872790664434433
55,17.318525314331055,0.0,34999,,,15.781161308288574,0.08946976810693741,,
56,,,35624,,,,,15.982734680175781,0.0872790664434433
56,17.32407569885254,0.0,35624,,,15.78628921508789,0.08946976810693741,,
57,,,36249,,,,,15.964890480041504,0.0872790664434433
57,17.309200286865234,0.0,36249,,,15.772626876831055,0.08946976810693741,,
58,,,36874,,,,,15.964282989501953,0.0872790664434433
58,17.309650421142578,0.0,36874,,,15.773079872131348,0.08946976810693741,,
59,,,37499,,,,,15.988646507263184,0.0872790664434433
59,17.30692481994629,0.0,37499,,,15.770459175109863,0.08946976810693741,,
60,,,38124,,,,,15.99031925201416,0.0872790664434433
60,17.30507469177246,0.0,38124,,,15.768777847290039,0.08946976810693741,,
61,,,38749,,,,,15.974119186401367,0.0872790664434433
61,17.303674697875977,0.0,38749,,,15.767521858215332,0.08946976810693741,,
62,,,39374,,,,,16.013132095336914,0.0872790664434433
62,17.299274444580078,0.0,39374,,,15.764012336730957,0.08946976810693741,,
63,,,39999,,,,,15.971543312072754,0.0872790664434433
63,17.30062484741211,0.0,39999,,,15.764704704284668,0.08946976810693741,,
64,,,40624,,,,,15.983315467834473,0.0872790664434433
64,17.299575805664062,0.0,40624,,,15.764026641845703,0.08946976810693741,,
65,,,41249,,,,,15.968035697937012,0.0872790664434433
65,17.293825149536133,0.0,41249,,,15.758830070495605,0.08946976810693741,,
66,,,41874,,,,,15.991769790649414,0.0872790664434433
66,17.29545021057129,0.0,41874,,,15.76005744934082,0.08946976810693741,,
67,,,42499,,,,,15.942737579345703,0.0872790664434433
67,17.292924880981445,0.0,42499,,,15.757939338684082,0.08946976810693741,,
68,,,43124,,,,,15.969724655151367,0.0872790664434433
68,17.29207420349121,0.0,43124,,,15.757158279418945,0.08946976810693741,,
69,,,43749,,,,,15.959601402282715,0.0872790664434433
69,17.288049697875977,0.0,43749,,,15.753540992736816,0.08946976810693741,,
70,,,44374,,,,,15.956677436828613,0.0872790664434433
70,17.292600631713867,0.0,44374,,,15.757570266723633,0.08946976810693741,,
71,,,44999,,,,,15.963739395141602,0.0872790664434433
71,17.283275604248047,0.0,44999,,,15.749009132385254,0.08946976810693741,,
72,,,45624,,,,,16.000574111938477,0.0872790664434433
72,17.284000396728516,0.0,45624,,,15.749716758728027,0.08946976810693741,,
73,,,46249,,,,,15.955320358276367,0.0872790664434433
73,17.280649185180664,0.0,46249,,,15.74661922454834,0.08946976810693741,,
74,,,46874,,,,,15.954126358032227,0.0872790664434433
74,17.27924919128418,0.0,46874,,,15.745570182800293,0.08946976810693741,,
75,,,47499,,,,,15.977508544921875,0.0872790664434433
75,17.27294921875,0.0,47499,,,15.739670753479004,0.08946976810693741,,
76,,,48124,,,,,15.954747200012207,0.0872790664434433
76,17.2721004486084,0.0,48124,,,15.73891544342041,0.08946976810693741,,
77,,,48749,,,,,15.930923461914062,0.0872790664434433
77,17.27727508544922,0.0,48749,,,15.744077682495117,0.08946976810693741,,
78,,,49374,,,,,15.931051254272461,0.0872790664434433
78,17.273475646972656,0.0,49374,,,15.74025821685791,0.08946976810693741,,
79,,,49999,,,,,15.947798728942871,0.0872790664434433
79,17.267650604248047,0.0,49999,,,15.73481273651123,0.08946976810693741,,
80,,,50624,,,,,15.928011894226074,0.0872790664434433
80,17.266950607299805,0.0,50624,,,15.734477996826172,0.08946976810693741,,
81,,,51249,,,,,15.95034122467041,0.0872790664434433
81,17.261625289916992,0.0,51249,,,15.729499816894531,0.08946976810693741,,
82,,,51874,,,,,15.92502498626709,0.0872790664434433
82,17.259525299072266,0.0,51874,,,15.727826118469238,0.08946976810693741,,
83,,,52499,,,,,15.92611026763916,0.0872790664434433
83,17.259300231933594,0.0,52499,,,15.727377891540527,0.08946976810693741,,
84,,,53124,,,,,15.95681095123291,0.0872790664434433
84,17.25972557067871,0.0,53124,,,15.72790813446045,0.08946976810693741,,
85,,,53749,,,,,15.914908409118652,0.0872790664434433
85,17.25452423095703,0.0,53749,,,15.723306655883789,0.08946976810693741,,
86,,,54374,,,,,15.915136337280273,0.0872790664434433
86,17.253950119018555,0.0,54374,,,15.72307300567627,0.08946976810693741,,
87,,,54999,,,,,15.912589073181152,0.0872790664434433
87,17.253875732421875,0.0,54999,,,15.722570419311523,0.08946976810693741,,
88,,,55624,,,,,15.915903091430664,0.0872790664434433
88,17.23979949951172,0.0,55624,,,15.710044860839844,0.08946976810693741,,
89,,,56249,,,,,15.938907623291016,0.0872790664434433
89,17.239299774169922,0.0,56249,,,15.709315299987793,0.08946976810693741,,
90,,,56874,,,,,15.912665367126465,0.0872790664434433
90,17.22352409362793,0.0,56874,,,15.694957733154297,0.08946976810693741,,
91,,,57499,,,,,15.91000747680664,0.0872790664434433
91,17.20359992980957,0.0,57499,,,15.677382469177246,0.08946976810693741,,
92,,,58124,,,,,15.91794204711914,0.0872790664434433
92,17.192825317382812,0.0,58124,,,15.667296409606934,0.08946976810693741,,
93,,,58749,,,,,15.861932754516602,0.0872790664434433
93,17.183950424194336,0.0,58749,,,15.659502983093262,0.08946976810693741,,
94,,,59374,,,,,15.864836692810059,0.0872790664434433
94,17.18440055847168,0.0,59374,,,15.660181045532227,0.08946976810693741,,
95,,,59999,,,,,15.856557846069336,0.0872790664434433
95,17.175474166870117,0.0,59999,,,15.651496887207031,0.08946976810693741,,
96,,,60624,,,,,15.849971771240234,0.0872790664434433
96,17.172199249267578,0.0,60624,,,15.648904800415039,0.08946976810693741,,
97,,,61249,,,,,15.835297584533691,0.0872790664434433
97,17.163850784301758,0.0,61249,,,15.641162872314453,0.08946976810693741,,
98,,,61874,,,,,15.838638305664062,0.0872790664434433
98,17.153575897216797,0.0,61874,,,15.632326126098633,0.08946976810693741,,
99,,,62499,,,,,15.82607650756836,0.0872790664434433
99,17.14612579345703,0.0,62499,,,15.625279426574707,0.08946976810693741,,
100,,,62500,,,,,15.82607650756836,0.0872790664434433
100,17.219999313354492,0.0,62500,15.66691780090332,0.09079069644212723,,,,
