epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,312,,,,0.29980000853538513,1.892690658569336
0,312,,0.2775999903678894,2.0306546688079834,,
1,625,,,,0.34040001034736633,1.8425437211990356
1,625,,0.3240000009536743,1.8619468212127686,,
2,938,,,,0.3472000062465668,1.8273999691009521
2,938,,0.3431999981403351,1.8305140733718872,,
3,1251,,,,0.3783999979496002,1.802984356880188
3,1251,,0.3702999949455261,1.8116812705993652,,
4,1564,,,,0.38019999861717224,1.792449951171875
4,1564,,0.3824000060558319,1.797054648399353,,
5,1877,,,,0.39259999990463257,1.7873531579971313
5,1877,,0.3894999921321869,1.7889671325683594,,
6,2190,,,,0.3553999960422516,1.800682783126831
6,2190,,0.3910999894142151,1.7842671871185303,,
7,2503,,,,0.39419999718666077,1.7719359397888184
7,2503,,0.39100000262260437,1.774998426437378,,
8,2816,,,,0.40540000796318054,1.772603154182434
8,2816,,0.40310001373291016,1.769290566444397,,
9,3129,,,,0.40799999237060547,1.7642656564712524
9,3129,,0.40230000019073486,1.766281247138977,,
10,3442,,,,0.40779998898506165,1.757910966873169
10,3442,,0.40369999408721924,1.7617202997207642,,
11,3755,,,,0.420199990272522,1.7560484409332275
11,3755,,0.40950000286102295,1.75409996509552,,
12,4068,,,,0.4108000099658966,1.7621171474456787
12,4068,,0.4120999872684479,1.753570318222046,,
13,4381,,,,0.4174000024795532,1.747642159461975
13,4381,,0.4187999963760376,1.747892141342163,,
14,4694,,,,0.4023999869823456,1.7553561925888062
14,4694,,0.4180999994277954,1.745324969291687,,
15,5007,,,,0.42800000309944153,1.7394609451293945
15,5007,,0.4207000136375427,1.7408952713012695,,
16,5320,,,,0.42239999771118164,1.7360937595367432
16,5320,,0.42890000343322754,1.7336984872817993,,
17,5633,,,,0.428600013256073,1.7397124767303467
17,5633,,0.4253999888896942,1.7356593608856201,,
18,5946,,,,0.4244000017642975,1.739621877670288
18,5946,,0.4235000014305115,1.7330687046051025,,
19,6259,,,,0.42820000648498535,1.7415391206741333
