epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,312,,,,,0.26980000734329224,1.9316812753677368
0,312,,,0.23989999294281006,2.037853240966797,,
1,625,,,,,0.3246000111103058,1.8175078630447388
1,625,,,0.31040000915527344,1.86531400680542,,
2,938,,,,,0.37959998846054077,1.6907953023910522
2,938,,,0.35569998621940613,1.7585968971252441,,
3,1251,,,,,0.5063999891281128,1.2893906831741333
3,1251,,,0.42179998755455017,1.543510913848877,,
4,1564,,,,,0.6236000061035156,1.1596726179122925
4,1564,,,0.5674999952316284,1.2319937944412231,,
5,1877,,,,,0.6484000086784363,1.10956871509552
5,1877,,,0.6406999826431274,1.135798454284668,,
6,2190,,,,,0.6661999821662903,1.0880858898162842
6,2190,,,0.6639999747276306,1.095565676689148,,
7,2503,,,,,0.6935999989509583,1.02650785446167
7,2503,,,0.6758000254631042,1.071693778038025,,
8,2816,,,,,0.7067999839782715,1.0340484380722046
8,2816,,,0.6905999779701233,1.0421406030654907,,
9,3129,,,,,0.7192000150680542,0.9919187426567078
9,3129,,,0.7075999975204468,1.0185625553131104,,
10,3442,,,,,0.7297999858856201,0.9866468906402588
10,3442,,,0.7153000235557556,1.0005398988723755,,
11,3755,,,,,0.6984000205993652,0.984235942363739
11,3755,,,0.7239999771118164,0.9860148429870605,,
12,4068,,,,,0.7372000217437744,0.9695327877998352
12,4068,,,0.7264000177383423,0.9740257859230042,,
13,4381,,,,,0.7247999906539917,0.9886624813079834
13,4381,,,0.7354999780654907,0.9636531472206116,,
14,4694,,,,,0.746399998664856,0.9512984156608582
14,4694,,,0.7404000163078308,0.9527343511581421,,
15,5007,,,,,0.7414000034332275,0.9404664039611816
15,5007,,,0.7365999817848206,0.9459406137466431,,
16,5320,,,,,0.7476000189781189,0.9469476342201233
16,5320,,,0.7412999868392944,0.9403984546661377,,
17,5633,,,,,0.734000027179718,0.9406406283378601
17,5633,,,0.7457000017166138,0.9342445135116577,,
18,5946,,,,,0.739799976348877,0.947517991065979
