epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
69,21909,,,,0.4187999963760376,1.65591561794281
69,21909,,0.4366999864578247,1.6520812511444092,,
70,22222,,,,0.34940001368522644,1.7734594345092773
70,22222,,0.44279998540878296,1.6536312103271484,,
71,22535,,,,0.3905999958515167,1.672379732131958
71,22535,,0.39899998903274536,1.7086172103881836,,
72,22848,,,,0.4007999897003174,1.6910312175750732
72,22848,,0.4496999979019165,1.6488250494003296,,
73,23161,,,,0.42980000376701355,1.6562578678131104
73,23161,,0.4375,1.6516828536987305,,
74,23474,,,,0.4309999942779541,1.6670031547546387
74,23474,,0.4350999891757965,1.655174970626831,,
75,23787,,,,0.38659998774528503,1.6715734004974365
75,23787,,0.43459999561309814,1.6530640125274658,,
76,24100,,,,0.4025999903678894,1.6557421684265137
76,24100,,0.4383000135421753,1.6570640802383423,,
77,24413,,,,0.42080000042915344,1.648521900177002
77,24413,,0.42750000953674316,1.661910891532898,,
78,24726,,,,0.45339998602867126,1.6467077732086182
78,24726,,0.43950000405311584,1.6542609930038452,,
79,25039,,,,0.4034000039100647,1.6669453382492065
79,25039,,0.4311999976634979,1.6502468585968018,,
80,25352,,,,0.3944000005722046,1.6708531379699707
80,25352,,0.4383000135421753,1.6488077640533447,,
81,25665,,,,0.3991999924182892,1.6517655849456787
81,25665,,0.42989999055862427,1.6528984308242798,,
82,25978,,,,0.4004000127315521,1.6617156267166138
82,25978,,0.42809998989105225,1.6526671648025513,,
83,26291,,,,0.43639999628067017,1.646720290184021
83,26291,,0.436599999666214,1.6476812362670898,,
84,26604,,,,0.45419999957084656,1.6508780717849731
84,26604,,0.43529999256134033,1.6521375179290771,,
85,26917,,,,0.4169999957084656,1.6503547430038452
85,26917,,0.4374000132083893,1.6459499597549438,,
86,27230,,,,0.4097999930381775,1.6593905687332153
86,27230,,0.4284999966621399,1.6592469215393066,,
87,27543,,,,0.414000004529953,1.6394422054290771
87,27543,,0.4449000060558319,1.6485999822616577,,
88,27856,,,,0.4108000099658966,1.6590468883514404
88,27856,,0.436599999666214,1.6447858810424805,,
89,28169,,,,0.41260001063346863,1.6470203399658203
89,28169,,0.4357999861240387,1.6530874967575073,,
90,28482,,,,0.4002000093460083,1.7052828073501587
90,28482,,0.41659998893737793,1.6793124675750732,,
91,28795,,,,0.45399999618530273,1.64949369430542
91,28795,,0.4417000114917755,1.6552499532699585,,
92,29108,,,,0.40779998898506165,1.6468297243118286
92,29108,,0.45559999346733093,1.6375812292099,,
93,29421,,,,0.46059998869895935,1.6476421356201172
93,29421,,0.448199987411499,1.6446218490600586,,
94,29734,,,,0.4668000042438507,1.6444703340530396
94,29734,,0.43939998745918274,1.6445358991622925,,
95,30047,,,,0.4106000065803528,1.6575062274932861
95,30047,,0.43939998745918274,1.6422703266143799,,
96,30360,,,,0.3919999897480011,1.7055000066757202
96,30360,,0.4259999990463257,1.6650421619415283,,
97,30673,,,,0.39899998903274536,1.6446515321731567
97,30673,,0.41600000858306885,1.6635656356811523,,
98,30986,,,,0.46160000562667847,1.648521900177002
98,30986,,0.43459999561309814,1.6503374576568604,,
99,31299,,,,0.41679999232292175,1.6653343439102173
99,31299,,0.4415000081062317,1.6499437093734741,,
100,31300,,,,0.41679999232292175,1.6653343439102173
100,31300,0.4002000093460083,,,,
