epoch,step,test_LRAP,test_acc,test_loss,test_mAP,train_LRAP,train_acc,train_loss,train_mAP,val_LRAP,val_acc,val_loss,val_mAP
0,624,,,,,,,,,0.08727909624576569,0.0872790738940239,21.128448486328125,0.0872790664434433
0,624,,,,,0.08946970850229263,0.08946976810693741,22.04496955871582,0.08946976810693741,,,,
1,1249,,,,,,,,,0.08727909624576569,0.0872790738940239,20.130298614501953,0.0872790664434433
1,1249,,,,,0.08946970850229263,0.08946976810693741,20.448226928710938,0.08946976810693741,,,,
2,1874,,,,,,,,,0.08727909624576569,0.0872790738940239,19.809890747070312,0.0872790664434433
2,1874,,,,,0.08946976810693741,0.08946976810693741,19.872196197509766,0.08946976810693741,,,,
3,2499,,,,,,,,,0.08727909624576569,0.0872790738940239,19.632972717285156,0.0872790664434433
3,2499,,,,,0.0894697830080986,0.08946976810693741,19.662630081176758,0.08946976810693741,,,,
4,3124,,,,,,,,,0.08727909624576569,0.0872790738940239,19.515214920043945,0.0872790664434433
4,3124,,,,,0.08946967869997025,0.08946976810693741,19.530662536621094,0.08946976810693741,,,,
5,3749,,,,,,,,,0.08727909624576569,0.0872790738940239,19.434200286865234,0.0872790664434433
5,3749,,,,,0.08946971595287323,0.08946976810693741,19.43918228149414,0.08946976810693741,,,,
6,4374,,,,,,,,,0.08727909624576569,0.0872790738940239,19.3753719329834,0.0872790664434433
6,4374,,,,,0.08946970850229263,0.08946976810693741,19.371307373046875,0.08946976810693741,,,,
7,4999,,,,,,,,,0.08727909624576569,0.0872790738940239,19.329580307006836,0.0872790664434433
7,4999,,,,,0.08946975320577621,0.08946976810693741,19.318735122680664,0.08946976810693741,,,,
8,5624,,,,,,,,,0.08727909624576569,0.0872790738940239,19.292579650878906,0.0872790664434433
8,5624,,,,,0.08946973085403442,0.08946976810693741,19.277074813842773,0.08946976810693741,,,,
9,6249,,,,,,,,,0.08727909624576569,0.0872790738940239,19.262653350830078,0.0872790664434433
9,6249,,,,,0.08946967869997025,0.08946976810693741,19.24299430847168,0.08946976810693741,,,,
10,6874,,,,,,,,,0.08727909624576569,0.0872790738940239,19.23744773864746,0.0872790664434433
10,6874,,,,,0.08946970105171204,0.08946976810693741,19.214933395385742,0.08946976810693741,,,,
11,7499,,,,,,,,,0.08727909624576569,0.0872790738940239,19.215024948120117,0.0872790664434433
11,7499,,,,,0.08946976065635681,0.08946976810693741,19.191303253173828,0.08946976810693741,,,,
12,8124,,,,,,,,,0.08727909624576569,0.0872790738940239,19.198623657226562,0.0872790664434433
12,8124,,,,,0.08946970850229263,0.08946976810693741,19.170612335205078,0.08946976810693741,,,,
13,8749,,,,,,,,,0.08727909624576569,0.0872790738940239,19.18209457397461,0.0872790664434433
13,8749,,,,,0.08946968615055084,0.08946976810693741,19.152667999267578,0.08946976810693741,,,,
