epoch,step,test_LRAP,test_acc,test_loss,test_mAP,train_LRAP,train_acc,train_loss,train_mAP,val_LRAP,val_acc,val_loss,val_mAP
0,624,,,,,,,,,0.08727909624576569,0.0872790738940239,19.87386131286621,0.0872790664434433
0,624,,,,,0.08946976065635681,0.08946976810693741,20.470033645629883,0.08946976810693741,,,,
1,1249,,,,,,,,,0.08727909624576569,0.0872790738940239,19.222942352294922,0.0872790664434433
1,1249,,,,,0.08946974575519562,0.08946976810693741,19.538963317871094,0.08946976810693741,,,,
2,1874,,,,,,,,,0.08727909624576569,0.0872790738940239,18.52989387512207,0.0872790664434433
2,1874,,,,,0.08946967869997025,0.08946976810693741,18.799325942993164,0.08946976810693741,,,,
3,2499,,,,,,,,,0.08727909624576569,0.0872790738940239,18.34391975402832,0.0872790664434433
3,2499,,,,,0.08946976810693741,0.08946976810693741,18.361827850341797,0.08946976810693741,,,,
4,3124,,,,,,,,,0.08727909624576569,0.0872790738940239,18.305038452148438,0.0872790664434433
4,3124,,,,,0.08946970850229263,0.08946976810693741,18.26276969909668,0.08946976810693741,,,,
5,3749,,,,,,,,,0.08727909624576569,0.0872790738940239,18.298477172851562,0.0872790664434433
5,3749,,,,,0.08946970105171204,0.08946976810693741,18.242658615112305,0.08946976810693741,,,,
6,4374,,,,,,,,,0.08727909624576569,0.0872790738940239,18.297412872314453,0.0872790664434433
6,4374,,,,,0.08946974575519562,0.08946976810693741,18.239572525024414,0.08946976810693741,,,,
7,4999,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29936408996582,0.0872790664434433
7,4999,,,,,0.08946972340345383,0.08946976810693741,18.23845100402832,0.08946976810693741,,,,
8,5624,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29792022705078,0.0872790664434433
8,5624,,,,,0.08946969360113144,0.08946976810693741,18.238325119018555,0.08946976810693741,,,,
9,6249,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29819107055664,0.0872790664434433
9,6249,,,,,0.08946976065635681,0.08946976810693741,18.23784828186035,0.08946976810693741,,,,
10,6874,,,,,,,,,0.08727909624576569,0.0872790738940239,18.299116134643555,0.0872790664434433
10,6874,,,,,0.08946971595287323,0.08946976810693741,18.238235473632812,0.08946976810693741,,,,
11,7499,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29844856262207,0.0872790664434433
11,7499,,,,,0.08946970850229263,0.08946976810693741,18.23798370361328,0.08946976810693741,,,,
12,8124,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29799461364746,0.0872790664434433
12,8124,,,,,0.08946976065635681,0.08946976810693741,18.238140106201172,0.08946976810693741,,,,
13,8749,,,,,,,,,0.08727909624576569,0.0872790738940239,18.297821044921875,0.0872790664434433
13,8749,,,,,0.08946973830461502,0.08946976810693741,18.237789154052734,0.08946976810693741,,,,
14,9374,,,,,,,,,0.08727909624576569,0.0872790738940239,18.299217224121094,0.0872790664434433
14,9374,,,,,0.08946970850229263,0.08946976810693741,18.23801612854004,0.08946976810693741,,,,
15,9999,,,,,,,,,0.08727909624576569,0.0872790738940239,18.299345016479492,0.0872790664434433
15,9999,,,,,0.08946976810693741,0.08946976810693741,18.238018035888672,0.08946976810693741,,,,
16,10624,,,,,,,,,0.08727909624576569,0.0872790738940239,18.2988338470459,0.0872790664434433
16,10624,,,,,0.08946970850229263,0.08946976810693741,18.237720489501953,0.08946976810693741,,,,
17,11249,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29916000366211,0.0872790664434433
17,11249,,,,,0.08946972340345383,0.08946976810693741,18.237895965576172,0.08946976810693741,,,,
18,11874,,,,,,,,,0.08727909624576569,0.0872790738940239,18.298471450805664,0.0872790664434433
18,11874,,,,,0.08946970105171204,0.08946976810693741,18.238126754760742,0.08946976810693741,,,,
19,12499,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29958152770996,0.0872790664434433
19,12499,,,,,0.08946973830461502,0.08946976810693741,18.23797607421875,0.08946976810693741,,,,
20,13124,,,,,,,,,0.08727909624576569,0.0872790738940239,18.298084259033203,0.0872790664434433
20,13124,,,,,0.08946973830461502,0.08946976810693741,18.23814582824707,0.08946976810693741,,,,
21,13749,,,,,,,,,0.08727909624576569,0.0872790738940239,18.298782348632812,0.0872790664434433
21,13749,,,,,0.08946974575519562,0.08946976810693741,18.238086700439453,0.08946976810693741,,,,
22,14374,,,,,,,,,0.08727909624576569,0.0872790738940239,18.300006866455078,0.0872790664434433
22,14374,,,,,0.089469775557518,0.08946976810693741,18.237741470336914,0.08946976810693741,,,,
23,14999,,,,,,,,,0.08727909624576569,0.0872790738940239,18.299406051635742,0.0872790664434433
23,14999,,,,,0.08946973830461502,0.08946976810693741,18.237890243530273,0.08946976810693741,,,,
24,15624,,,,,,,,,0.08727909624576569,0.0872790738940239,18.299480438232422,0.0872790664434433
24,15624,,,,,0.08946972340345383,0.08946976810693741,18.237890243530273,0.08946976810693741,,,,
25,16249,,,,,,,,,0.08727909624576569,0.0872790738940239,18.299596786499023,0.0872790664434433
25,16249,,,,,0.08946971595287323,0.08946976810693741,18.238014221191406,0.08946976810693741,,,,
26,16874,,,,,,,,,0.08727909624576569,0.0872790738940239,18.29851722717285,0.0872790664434433
26,16874,,,,,0.08946971595287323,0.08946976810693741,18.2377986907959,0.08946976810693741,,,,
