epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
42,13458,,0.25780001282691956,2.013596773147583,,
43,13771,,,,0.24959999322891235,2.022190570831299
43,13771,,0.2547000050544739,2.012237548828125,,
44,14084,,,,0.26980000734329224,2.023231267929077
44,14084,,0.2590999901294708,2.010981321334839,,
45,14397,,,,0.2531999945640564,2.0236546993255615
45,14397,,0.257099986076355,2.012531280517578,,
46,14710,,,,0.26179999113082886,2.0258452892303467
46,14710,,0.25929999351501465,2.0105655193328857,,
47,15023,,,,0.2632000148296356,2.017115592956543
47,15023,,0.2615000009536743,2.0076844692230225,,
48,15336,,,,0.26980000734329224,2.0208234786987305
48,15336,,0.26159998774528503,2.0097532272338867,,
49,15649,,,,0.2614000141620636,2.0291953086853027
49,15649,,0.26170000433921814,2.010411024093628,,
50,15962,,,,0.2614000141620636,2.0278077125549316
50,15962,,0.25619998574256897,2.013414144515991,,
51,16275,,,,0.257999986410141,2.0266671180725098
51,16275,,0.26170000433921814,2.0111985206604004,,
52,16588,,,,0.25279998779296875,2.0266811847686768
52,16588,,0.2581999897956848,2.0097498893737793,,
53,16901,,,,0.2612000107765198,2.019732713699341
53,16901,,0.26190000772476196,2.0072875022888184,,
54,17214,,,,0.26019999384880066,2.0207483768463135
54,17214,,0.2660999894142151,2.009565591812134,,
55,17527,,,,0.24300000071525574,2.0347938537597656
55,17527,,0.2630999982357025,2.0153467655181885,,
56,17840,,,,0.2587999999523163,2.0384905338287354
56,17840,,0.26429998874664307,2.008559465408325,,
57,18153,,,,0.2533999979496002,2.030937433242798
57,18153,,0.2662000060081482,2.009040594100952,,
58,18466,,,,0.25999999046325684,2.0181140899658203
58,18466,,0.26499998569488525,2.007868766784668,,
59,18779,,,,0.2635999917984009,2.0235562324523926
59,18779,,0.25920000672340393,2.0102500915527344,,
60,19092,,,,0.2632000148296356,2.0153326988220215
60,19092,,0.2651999890804291,2.0076375007629395,,
61,19405,,,,0.25940001010894775,2.025904655456543
61,19405,,0.2630999982357025,2.0084280967712402,,
62,19718,,,,0.2547999918460846,2.0215890407562256
62,19718,,0.26669999957084656,2.005336046218872,,
63,20031,,,,0.2572000026702881,2.024989128112793
63,20031,,0.26269999146461487,2.0069968700408936,,
64,20344,,,,0.2529999911785126,2.0261359214782715
64,20344,,0.26489999890327454,2.007603168487549,,
65,20657,,,,0.2596000134944916,2.0179250240325928
65,20657,,0.2621000111103058,2.008064031600952,,
66,20970,,,,0.26440000534057617,2.0136780738830566
66,20970,,0.2621000111103058,2.0071141719818115,,
67,21283,,,,0.257999986410141,2.0214781761169434
67,21283,,0.26100000739097595,2.0088329315185547,,
68,21596,,,,0.2637999951839447,2.017073392868042
68,21596,,0.2619999945163727,2.006653070449829,,
69,21909,,,,0.25859999656677246,2.0235390663146973
69,21909,,0.2605000138282776,2.007615566253662,,
70,22222,,,,0.2648000121116638,2.0200421810150146
70,22222,,0.26460000872612,2.0062687397003174,,
71,22535,,,,0.2590000033378601,2.020339012145996
71,22535,,0.2655999958515167,2.004906177520752,,
72,22848,,,,0.25380000472068787,2.0199172496795654
72,22848,,0.26499998569488525,2.004140615463257,,
73,23161,,,,0.2587999999523163,2.021484375
73,23161,,0.26510000228881836,2.0052688121795654,,
74,23474,,,,0.2694000005722046,2.015493631362915
74,23474,,0.26179999113082886,2.0073235034942627,,
75,23787,,,,0.25619998574256897,2.018357753753662
75,23787,,0.2630000114440918,2.005774974822998,,
76,24100,,,,0.26440000534057617,2.0243594646453857
76,24100,,0.26409998536109924,2.0037968158721924,,
77,24413,,,,0.27000001072883606,2.0184829235076904
77,24413,,0.26440000534057617,2.0041251182556152,,
78,24726,,,,0.25279998779296875,2.026484489440918
78,24726,,0.2669000029563904,2.004056215286255,,
79,25039,,,,0.2757999897003174,2.0223844051361084
79,25039,,0.26499998569488525,2.002845287322998,,
80,25352,,,,0.26019999384880066,2.0186545848846436
80,25352,,0.2648000121116638,2.004215717315674,,
81,25665,,,,0.26460000872612,2.021260976791382
81,25665,,0.26589998602867126,2.0034186840057373,,
82,25978,,,,0.2596000134944916,1.9478062391281128
82,25978,,0.260699987411499,1.9856094121932983,,
83,26291,,,,0.397599995136261,1.6636937856674194
83,26291,,0.3513999879360199,1.7947015762329102,,
84,26604,,,,0.4431999921798706,1.6134968996047974
84,26604,,0.42489999532699585,1.6335797309875488,,
85,26917,,,,0.453000009059906,1.6025437116622925
85,26917,,0.44200000166893005,1.6002750396728516,,
86,27230,,,,0.45899999141693115,1.5963406562805176
86,27230,,0.45249998569488525,1.5664968490600586,,
87,27543,,,,0.47200000286102295,1.5336047410964966
87,27543,,0.4659000039100647,1.543195366859436,,
88,27856,,,,0.4717999994754791,1.5381343364715576
88,27856,,0.4754999876022339,1.5230218172073364,,
89,28169,,,,0.47780001163482666,1.5284671783447266
89,28169,,0.47769999504089355,1.5177172422409058,,
90,28482,,,,0.4828000068664551,1.5116609334945679
90,28482,,0.48510000109672546,1.5040172338485718,,
91,28795,,,,0.48919999599456787,1.5004812479019165
91,28795,,0.4918999969959259,1.498089075088501,,
92,29108,,,,0.4758000075817108,1.5147218704223633
92,29108,,0.4900999963283539,1.4934406280517578,,
93,29421,,,,0.4875999987125397,1.5005406141281128
93,29421,,0.4959000051021576,1.484809398651123,,
94,29734,,,,0.48820000886917114,1.484237551689148
94,29734,,0.49480000138282776,1.4814718961715698,,
95,30047,,,,0.49079999327659607,1.494645357131958
95,30047,,0.4975000023841858,1.4753828048706055,,
96,30360,,,,0.48899999260902405,1.483718752861023
96,30360,,0.49779999256134033,1.4730390310287476,,
97,30673,,,,0.5013999938964844,1.4758156538009644
97,30673,,0.5031999945640564,1.4684312343597412,,
98,30986,,,,0.47760000824928284,1.4861234426498413
98,30986,,0.5016999840736389,1.471887469291687,,
99,31299,,,,0.4959999918937683,1.4741828441619873
99,31299,,0.5002999901771545,1.4656875133514404,,
100,31300,,,,0.4959999918937683,1.4741828441619873
100,31300,0.5026000142097473,,,,
