epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,369,,,,,0.8568568825721741,0.5690666437149048
0,369,,,0.7348061800003052,0.5966717004776001,,
1,739,,,,,0.8848848938941956,0.5341063737869263
1,739,,,0.7635009288787842,0.5767970681190491,,
2,1109,,,,,0.8838838934898376,0.5339587926864624
2,1109,,,0.7765362858772278,0.5643424391746521,,
3,1479,,,,,0.8948948979377747,0.5487396717071533
3,1479,,,0.766209602355957,0.5600887537002563,,
4,1849,,,,,0.8848848938941956,0.5263696312904358
4,1849,,,0.7774674296379089,0.5579441785812378,,
5,2219,,,,,0.8958958983421326,0.5128703117370605
5,2219,,,0.7859319448471069,0.5548887848854065,,
6,2589,,,,,0.9049049019813538,0.5164837837219238
6,2589,,,0.7850854992866516,0.5520046353340149,,
7,2959,,,,,0.890890896320343,0.5178322792053223
7,2959,,,0.7953276038169861,0.5536750555038452,,
8,3329,,,,,0.90190190076828,0.5130340456962585
8,3329,,,0.7946504354476929,0.5517317652702332,,
9,3699,,,,,0.8768768906593323,0.496036559343338
9,3699,,,0.7750126719474792,0.5391061305999756,,
10,4069,,,,,0.8828828930854797,0.4999445378780365
10,4069,,,0.763247013092041,0.5291874408721924,,
11,4439,,,,,0.8968968987464905,0.4998932182788849
11,4439,,,0.7650245428085327,0.5147565603256226,,
12,4809,,,,,0.8838838934898376,0.49825167655944824
12,4809,,,0.7680717706680298,0.5130410194396973,,
13,5179,,,,,0.8928928971290588,0.4858337342739105
13,5179,,,0.7790756821632385,0.5072106719017029,,
14,5549,,,,,0.8918918967247009,0.4915325343608856
14,5549,,,0.7932960987091064,0.5022550821304321,,
15,5919,,,,,0.8938938975334167,0.49630048871040344
15,5919,,,0.7964279651641846,0.4997958242893219,,
16,6289,,,,,0.9059059023857117,0.48256948590278625
16,6289,,,0.8083629608154297,0.4985244572162628,,
17,6659,,,,,0.9079079031944275,0.4802268147468567
17,6659,,,0.8140342235565186,0.49608880281448364,,
18,7029,,,,,0.9069069027900696,0.4952755570411682
18,7029,,,0.814711332321167,0.49513909220695496,,
19,7399,,,,,0.9079079031944275,0.49076467752456665
19,7399,,,0.8192822337150574,0.4921993315219879,,
20,7769,,,,,0.9059059023857117,0.47872480750083923
20,7769,,,0.8240223526954651,0.4908545911312103,,
21,8139,,,,,0.9089089035987854,0.4734385311603546
21,8139,,,0.8214830160140991,0.49009835720062256,,
22,8509,,,,,0.9109109044075012,0.48677095770835876
22,8509,,,0.8227526545524597,0.48914092779159546,,
23,8879,,,,,0.9089089035987854,0.4921312928199768
23,8879,,,0.8242762684822083,0.4876145124435425,,
24,9249,,,,,0.9119119048118591,0.4783259928226471
24,9249,,,0.8229219317436218,0.48666778206825256,,
25,9619,,,,,0.8958958983421326,0.4753393530845642
25,9619,,,0.8257998824119568,0.4861680865287781,,
26,9989,,,,,0.9039039015769958,0.4828219413757324
26,9989,,,0.826815664768219,0.4849768280982971,,
27,10359,,,,,0.9049049019813538,0.47552239894866943
27,10359,,,0.8240223526954651,0.4848814308643341,,
28,10729,,,,,0.9059059023857117,0.49062466621398926
28,10729,,,0.8278313875198364,0.4835187494754791,,
