epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,201,,,,,0.05965621769428253,2.6751749515533447
0,201,,,0.07100865989923477,2.6435256004333496,,
1,403,,,,,0.06471183151006699,2.652341842651367
1,403,,,0.0717821791768074,2.6012723445892334,,
2,605,,,,,0.07381193339824677,2.6095170974731445
2,605,,,0.07503093779087067,2.5879390239715576,,
3,807,,,,,0.0849342793226242,2.587191581726074
3,807,,,0.07936262339353561,2.580145835876465,,
4,1009,,,,,0.06572294980287552,2.660357713699341
4,1009,,,0.07657796889543533,2.596205949783325,,
5,1211,,,,,0.07886753976345062,2.6132872104644775
5,1211,,,0.0821472778916359,2.5813255310058594,,
6,1413,,,,,0.0717896893620491,2.5914316177368164
6,1413,,,0.08555074036121368,2.5582263469696045,,
7,1615,,,,,0.07583417743444443,2.566666841506958
7,1615,,,0.08725247532129288,2.5608949661254883,,
8,1817,,,,,0.0879676416516304,2.5784449577331543
8,1817,,,0.08802598714828491,2.5510714054107666,,
9,2019,,,,,0.08695652335882187,2.5684621334075928
9,2019,,,0.09359529614448547,2.544912099838257,,
10,2221,,,,,0.07785642147064209,2.5746848583221436
10,2221,,,0.09112004935741425,2.541353940963745,,
11,2423,,,,,0.0748230516910553,2.5863897800445557
11,2423,,,0.08879950642585754,2.5606629848480225,,
12,2625,,,,,0.08291203528642654,2.5706937313079834
12,2625,,,0.09405940771102905,2.549475908279419,,
13,2827,,,,,0.07583417743444443,2.5737664699554443
13,2827,,,0.09235767275094986,2.547106981277466,,
14,3029,,,,,0.06976744532585144,2.5529279708862305
14,3029,,,0.0931311845779419,2.5403099060058594,,
15,3231,,,,,0.08291203528642654,2.5792388916015625
15,3231,,,0.09498762339353561,2.5365002155303955,,
16,3433,,,,,0.07684529572725296,2.5528154373168945
16,3433,,,0.0931311845779419,2.5475034713745117,,
17,3635,,,,,0.07987866550683975,2.5815868377685547
17,3635,,,0.08957301825284958,2.5373995304107666,,
18,3837,,,,,0.08695652335882187,2.57702898979187
18,3837,,,0.09112004935741425,2.544612407684326,,
19,4039,,,,,0.08392315357923508,2.5635664463043213
19,4039,,,0.09359529614448547,2.530611753463745,,
20,4241,,,,,0.08088979125022888,2.582775831222534
20,4241,,,0.09808168560266495,2.532477855682373,,
21,4443,,,,,0.08998988568782806,2.564563751220703
21,4443,,,0.09637995064258575,2.5292389392852783,,
22,4645,,,,,0.07684529572725296,2.56070876121521
22,4645,,,0.09916460514068604,2.5230796337127686,,
23,4847,,,,,0.08088979125022888,2.577749729156494
23,4847,,,0.09870049357414246,2.5272276401519775,,
24,5049,,,,,0.07583417743444443,2.58424711227417
24,5049,,,0.09993811696767807,2.5289294719696045,,
25,5251,,,,,0.0717896893620491,2.5775108337402344
25,5251,,,0.0960705429315567,2.526028871536255,,
26,5453,,,,,0.08392315357923508,2.5548336505889893
26,5453,,,0.0983910858631134,2.5363359451293945,,
27,5655,,,,,0.08392315357923508,2.5679545402526855
27,5655,,,0.10442450642585754,2.5226058959960938,,
28,5857,,,,,0.08594539761543274,2.5691730976104736
28,5857,,,0.10426980257034302,2.5150933265686035,,
29,6059,,,,,0.07280080765485764,2.5708179473876953
29,6059,,,0.09699876606464386,2.5270633697509766,,
30,6261,,,,,0.06673407554626465,2.5872251987457275
30,6261,,,0.09962870925664902,2.516611337661743,,
31,6463,,,,,0.07987866550683975,2.5551416873931885
31,6463,,,0.10566212981939316,2.5122601985931396,,
32,6665,,,,,0.07785642147064209,2.5577425956726074
32,6665,,,0.10272277146577835,2.5096688270568848,,
33,6867,,,,,0.08998988568782806,2.5623321533203125
33,6867,,,0.1070544570684433,2.505936622619629,,
34,7069,,,,,0.0849342793226242,2.5579302310943604
34,7069,,,0.10334158688783646,2.5189220905303955,,
35,7271,,,,,0.08190090954303741,2.5641391277313232
35,7271,,,0.10148514807224274,2.516862630844116,,
36,7473,,,,,0.08695652335882187,2.569842576980591
36,7473,,,0.10117574036121368,2.5128016471862793,,
37,7675,,,,,0.08897876739501953,2.5665149688720703
37,7675,,,0.09792698174715042,2.523698568344116,,
38,7877,,,,,0.08897876739501953,2.5674805641174316
38,7877,,,0.10519801825284958,2.5096688270568848,,
39,8079,,,,,0.0910010114312172,2.552894353866577
39,8079,,,0.10550742596387863,2.5120861530303955,,
40,8281,,,,,0.09605662524700165,2.5534591674804688
40,8281,,,0.10566212981939316,2.5030264854431152,,
41,8483,,,,,0.0910010114312172,2.5577900409698486
41,8483,,,0.10612623393535614,2.5090792179107666,,
42,8685,,,,,0.0879676416516304,2.5641372203826904
42,8685,,,0.10782796889543533,2.504573345184326,,
43,8887,,,,,0.0849342793226242,2.5762548446655273
43,8887,,,0.1024133637547493,2.504157543182373,,
44,9089,,,,,0.08897876739501953,2.5774319171905518
44,9089,,,0.10349629074335098,2.5129756927490234,,
45,9291,,,,,0.08897876739501953,2.575648546218872
45,9291,,,0.10024752467870712,2.507232427597046,,
46,9493,,,,,0.08998988568782806,2.561676502227783
46,9493,,,0.10581683367490768,2.5021755695343018,,
47,9695,,,,,0.08897876739501953,2.5716238021850586
47,9695,,,0.10334158688783646,2.5024123191833496,,
48,9897,,,,,0.09302325546741486,2.57550048828125
48,9897,,,0.10163985192775726,2.5116124153137207,,
49,10099,,,,,0.08695652335882187,2.571929931640625
49,10099,,,0.09668935835361481,2.5125598907470703,,
50,10301,,,,,0.06774519383907318,2.582817316055298
50,10301,,,0.10504331439733505,2.499680995941162,,
51,10503,,,,,0.08695652335882187,2.556962490081787
51,10503,,,0.10365098714828491,2.5064492225646973,,
52,10705,,,,,0.08594539761543274,2.5742621421813965
52,10705,,,0.10334158688783646,2.501208543777466,,
53,10907,,,,,0.0849342793226242,2.5775089263916016
53,10907,,,0.10163985192775726,2.5086827278137207,,
54,11109,,,,,0.08190090954303741,2.572812557220459
54,11109,,,0.10426980257034302,2.512144088745117,,
55,11311,,,,,0.08695652335882187,2.5612993240356445
55,11311,,,0.10983911156654358,2.496906042098999,,
56,11513,,,,,0.08695652335882187,2.5509095191955566
56,11513,,,0.10550742596387863,2.5007541179656982,,
57,11715,,,,,0.09302325546741486,2.5520451068878174
